Entry	Entry Name	Gene Names	Organism
Q921W8	SCT1A_MOUSE	Sectm1a	Mus musculus (Mouse)
Q9CQG0	TMED6_MOUSE	Tmed6	Mus musculus (Mouse)
Q9CR33	MANS1_MOUSE	Mansc1	Mus musculus (Mouse)
Q9D2F0	TM210_MOUSE	Tmem210	Mus musculus (Mouse)
Q9D3R5	F187A_MOUSE	Fam187a	Mus musculus (Mouse)
Q9D6W7	C16L2_MOUSE	Cd164l2	Mus musculus (Mouse)
Q9D701	UPK3L_MOUSE	Upk3bl1 Upk3bl	Mus musculus (Mouse)
Q9D8N1	CK024_MOUSE		Mus musculus (Mouse)
Q9DA04	TMM89_MOUSE	Tmem89	Mus musculus (Mouse)
Q9DAZ5	F174C_MOUSE	Fam174c	Mus musculus (Mouse)
Q9JME9	VTM2B_MOUSE	Vstm2b	Mus musculus (Mouse)
Q8C5C9	TTMP_MOUSE		Mus musculus (Mouse)
